repository_key (Organisation) Record Title;idno;idMedium;number of volume;support;extent;leaf dimensions : height (mm);leaf dimensions : width (mm);justification : height (mm);justification : width (mm);columns;writtenLines;writtenLines (notes);writtenLines (note);script type;formality;handNote;scriptNote;note (deco);origDate;origDate : from;origDate : to;origDate : proposed date;origPlace (relationship marker) Record Title;iiif manifest
Bryn Mawr, Bryn Mawr College Library (Organisation);MS 33;100098832;;;ii+94+ii;148;114;95;60;;15;;;;;;;;;1445;1475;Circa 1460;France (Place);https://iiif.archivelab.org/iiif/BMC_MS33/manifest.json
Newark, University of Delaware Library (Organisation);MSS 95, Item 31;;;;iiii+130+iii;176;117;93;62;;20;;;;;;;;;1480;1500;;Amiens (Place);https://iiif.archivelab.org/iiif/mss_0095_031/manifest.json
Philadelphia, Free Library of Philadelphia (Organisation);Lewis E 129;;;parchment;ii+127+ii;140;98;88;55;1;19;;19;Textualis;;;;3 large illuminated initials with full foliate borders with floral motifs, large 5-line flourished initials in red, blue, purple, and green ink, some illuminated, at secondary text divisions, 1-2-line initials in alternating red and blue throughout.;;1451;1475;Circa 1460;Nederland (Place);https://iiif.archivelab.org/iiif/lewis_e_129/manifest.json
Philadelphia, Free Library of Philadelphia (Organisation);Lewis E 130;;;parchment;iii + 95 + iii ff.;143;104;88;59;1;19;;19;Textualis;;;;3 illuminated initials, 11 flourished initials, red and blue letters throughout;;1510;1530;c.1520;Leiden (Place);https://iiif.archivelab.org/iiif/lewis_e_130/manifest.json
Philadelphia, Free Library of Philadelphia (Organisation);Lewis E 131;;;parchment;ii+236+ii;158;126;95;61;1;18;;18;Textualis;;2;"Scribe 2 responsible for 194r-225v; Scribe 1 for everything else.";"8 large 8-11-line pen flourished initials with full borders in red, blue, purple, and green; 3-4-line flourished initials in red and blue at secondary text divisions; 1-line initials in alternating red and blue throughout.";;1476;1500;c.1475-1500;Nederland (Place);https://iiif.archivelab.org/iiif/lewis_e_131/manifest.json
Philadelphia, Free Library of Philadelphia (Organisation);Lewis E 132;;;parchment;vi+154+ vi ff.;159;109;98;66;1;20;;20;Hybrida;;;;"15 pages with full floral inhabited borders.|illuminated initials throughout; blue 1-line capitals with red and purple pen work decoration throughout";;1460;1480;c.1470;Nederland, Sud (Place);https://iiif.archivelab.org/iiif/lewis_e_132/manifest.json
Philadelphia, Free Library of Philadelphia (Organisation);Lewis E 183 vol. 1;;;;i+129+i;140;93;92;62;;21;;;;;;;;;1450;1465;circa 1450-1465;Nederland (Place);https://iiif.archivelab.org/iiif/lewis_e_183_v1/manifest.json
Philadelphia, Free Library of Philadelphia (Organisation);Lewis E 183 vol. 2;;;;i+152+i;140;93;92;62;;21;;;;;;;;;1450;1465;circa 1450-1465;Nederland (Place);https://iiif.archivelab.org/iiif/lewis_e_183_v2/manifest.json
Philadelphia, Free Library of Philadelphia (Organisation);Lewis E 195;;;parchment;v+12+vi;260;160;165;95;1;22;;32;Hybrida;;;;red and blue illuminated initials, decorated borders, and line fillers;;1501;1600;"16th century; 15th century";Italia (Place);https://iiif.archivelab.org/iiif/lewis_e_195/manifest.json
Philadelphia, Free Library of Philadelphia (Organisation);Lewis E 50;;;;iiii+329+iii;148;1106;1°6;74;;32;;;;;;;;;1486;1500;late 15th century;Gent (Place);https://iiif.archivelab.org/iiif/lewis_e_050/manifest.json
Philadelphia, Free Library of Philadelphia (Organisation);Lewis E 91;;;parchment;viii+164+viii;148;115;96;63;1;19;;19;Hybrida;;2;"Scribe 1, main text; Scribe 2, ff. 13r-v, f. 115r, 132v-133v, and 153a.";"5-line flourished initials in red, blue, and purble ink at major text divisions, painted initials ""S"" and ""B"" in green, red, and gold on f. 13r, 1-2-line initials in alternating red and blue throughout";;1480;1500;Late 15th century;Nederland (Place);https://iiif.archivelab.org/iiif/lewis_e_091/manifest.json
Philadelphia, Free Library of Philadelphia, The Rosenbach (Organisation);MS 1057/29;;;;195+i;166;114;85;51;;17;;;;;;;;;1480;1500;;Paris (Place)|Tours (Place);https://iiif.archivelab.org/iiif/ms_1057_029/manifest.json
Philadelphia, Library Company (Organisation);12 vol. 1;;;;iii+71+iv;110;76;72;57;;14;;;;;;;;;1401;1500;15th century;France (Place);https://iiif.archivelab.org/iiif/lcp_ms12_v1/manifest.json
Philadelphia, Library Company (Organisation);12 vol. 2;;;;iiii+78+iii;110;76;72;57;;14;;;;;;;;;1401;1500;15th century;France (Place);https://iiif.archivelab.org/iiif/lcp_ms12_v2/manifest.json
Philadelphia, Philadelphia Museum of Art, Department of Prints, Drawings, and Photographs (Organisation);1967-30-120;;;;v+182+iii;180;130;104;69;;15;;;;;;;;;1486;1500;Late 15th century;France (Place);https://iiif.archivelab.org/iiif/1967_30_120/manifest.json
Philadelphia, Philadelphia Museum of Art, Department of Prints, Drawings, and Photographs (Organisation);1967-30-121;;;;i+177+i;185;138;97;62;;14;;;;;;;;;1470;1480;1470 through 1480, with 16th century additions;France (Place);https://iiif.archivelab.org/iiif/1967_30_121/manifest.json
Philadelphia, Philadelphia Museum of Art, Department of Prints, Drawings, and Photographs (Organisation);1967-30-122;;;;i+217+i;162;118;77;46;;18;;;;;;;;;1455;1485;Circa 1470;Paris (Place);https://iiif.archivelab.org/iiif/1967_30_122/manifest.json
Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts (Organisation);Ms. Codex 1566;;;parchment;180 leaves;105;71;67;40;1;12;;12;Textualis;;;;;;1376;1400;late 14th century.;Metz (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3rv0d30r/manifest
Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts (Organisation);Ms. Codex 1625;;;;6 leaves;184;120;98;61;;16;;;;;;;;;1375;1405;ca. 1390;France (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p36d4h/manifest
Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts (Organisation);Ms. Codex 674;;;;28 leaves;122;190;70;54;;19;;;;;;;;;1375;1405;ca. 1390;Deutschland (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3cg54/manifest
Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts (Organisation);Ms. Codex 681;;;parchment;10 leaves;203;137;115;70;1;21;;21;Textualis;;1;;"Wide illuminated border and illuminated 6-line initial (f. 1r); wide decorative border and fully colored 6-line miniature of St. Catherine of Alexandria (f. 2v); initials decorated in gold, red, and blue throughout";;1451;1500;second half of the 15th century.;France (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p31p2z/manifest
Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts (Organisation);Ms. Codex 688;;;parchment;144 leaves;111;79;55;38;1;14;;14;Humanistique;;1;;"Gold and blue used for initials; spaces left for initials that were never completed; illuminated vine and flower (f. 13r)";;1501;1600;16th century|From : 1580 (CCLL) To : 1600 (CCLL);Italia (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3vt1gr02/manifest
Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts (Organisation);Ms. Codex 738;;;parchment;158 leaves;158;107;95;61;1;20;;20;Textualis;;;;Historiated initials;;1451;1500;c.1450-1500;Nederland (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3pv6b80t/manifest
Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts (Organisation);Ms. Coll. 591 Folder 23;;;parchment;2 f.;175;120;;;1;15;;15;Textualis;;;;Red, blue and gold initials;;1401;1500;15th century.;France (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3808h/manifest
Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts (Organisation);Ms. Coll. 591 Folder 24;;;parchment;1 f.;180;132;;;1;15;;15;Textualis;;;;Red, blue and gold initials;;1401;1500;15th century.;France (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3466k/manifest
Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts (Organisation);Ms. Coll. 591 Folder 27;;;parchment;1 f.;170;130;;;1;13;;13;Textualis;;;;Red and blue initials and fillers;;1401;1500;15th century.;France (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3r07g/manifest
Philadelphia, University of Pennsylvania, Library at the Herbert D. Katz Center for Advanced Judaic Studies (Organisation);CAJS Rar Ms 416;;;;1 f.;115;110;;;;16;;;;;;;;;1475;1505;circa 1490.;France (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p33j9v/manifest
Bethlehem, Lehigh University Libraries, Special Collections (Organisation);Lehigh Codex 15;;;;ii+124+ii;142;96;83;54;;14;;;;;;;;;1386;1415;Late 14th or early 15th century;France, Nord-Est (Place)|Flandre (Place);https://iiif.archivelab.org/iiif/lehigh_codex_015/manifest.json
Bethlehem, Lehigh University Libraries, Special Collections (Organisation);Lehigh Codex 16;;;;ii+163+ii;172;117;107;63;;16;;;;;;;;;1401;1425;First quarter 15th century;Paris (Place);https://iiif.archivelab.org/iiif/lehigh_codex_016/manifest.json
Bethlehem, Lehigh University Libraries, Special Collections (Organisation);Lehigh Codex 17;;;;iii+146+iii;202;135;120;65;;20;;;;;;;;;1490;1510;;Tours (Place);https://iiif.archivelab.org/iiif/lehigh_codex_017/manifest.json
Bethlehem, Lehigh University Libraries, Special Collections (Organisation);Lehigh Codex 18;;;;ii+137+i;209;138;123;71;;22;;;;;;;;;1501;1525;First quarter 16th century;Lyon (Place);https://iiif.archivelab.org/iiif/BookofHoursoftheRomanuse_18/manifest.json
Bethlehem, Lehigh University Libraries, Special Collections (Organisation);Lehigh Codex 19;;;;iii+181+iii;120;90;64;48;;14;;;;;;;;;1501;1515;Early 16th century;Flandre (Place);https://iiif.archivelab.org/iiif/lehigh_codex_019/manifest.json
Bethlehem, Lehigh University Libraries, Special Collections (Organisation);Lehigh Codex 20;;;;i+130+i;197;143;101;71;;17;;;;;;;;;1405;1435;circa 1420;Paris (Place);https://iiif.archivelab.org/iiif/lehigh_codex_020/manifest.json
Bryn Mawr, Bryn Mawr College Library (Organisation);MS 20;;;;i+130+i;158;105;;;;16;;;;;;;;;1446;1455;Mid-15th century;France (Place);https://iiif.archivelab.org/iiif/BMC_MS20/manifest.json
Bryn Mawr, Bryn Mawr College Library (Organisation);MS 21;100085277;;;i+90+ii;140;104;80;60;;21;;;;;;;;;1451;1475;third quarter 15th century;France, Nord (Place);https://iiif.archivelab.org/iiif/BMC_MS21/manifest.json
Bryn Mawr, Bryn Mawr College Library (Organisation);MS 22;;;;vi+96+vi;181;117;95;58;;15;;;;;;;;;1426;1450;Second quarter 15th century;France (Place);https://iiif.archivelab.org/iiif/BMC_MS22/manifest.json
Bryn Mawr, Bryn Mawr College Library (Organisation);MS 23;100134436;;;i+85+ii;186;128;110;75;;17;;;;;;;;;1401;1500;15th century;France (Place);https://iiif.archivelab.org/iiif/BMC_MS23/manifest.json
Philadelphia, Free Library of Philadelphia (Organisation);Lewis E 257;;;;iii+242+iv;143;103;88;62;;22;;;;;;;;;1490;1520;Circa 1505;Nederland (Place);https://iiif.archivelab.org/iiif/lewis_e_257/manifest.json
New York, Fordham University, Walsh Library, Archives and Special Collections (Organisation);MS 03;;;parchment;ff. 187;101;72;;;1;;;13;Textualis meridionalis;;2;;"One-line gold initials with alternating red, blue, and purple flourishing; three-line gold initials surrounded by tri-color green, maroon, and blue-filled boxes; black flourishing; 87v line drawing of a man's head in profile; some five-line gold initials";;1446;1500;;Ferrara (Place);https://iiif.archivelab.org/iiif/bookofhoursuseof00cath/manifest.json
New York, Fordham University, Walsh Library, Archives and Special Collections (Organisation);MS 04;;;parchment;ff. 135;121;79;;;1;;;13;Textualis;;1?;;;;1401;1425;;Paris (Place);https://iiif.archivelab.org/iiif/bookofhours00cath/manifest.json
Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts (Organisation);Ms. Coll. 591 Folder 32;;;parchment;1 f.;129;92;68;43;1;15;;;Textualis;;;;"Illuminated initial in pink with white penwork on gold grounds, infilled with foliage and flowers; a bar border in gold, blue, and pink on the left edge of the text block; a three-quarter illuminated border of foliage and ivy.";;1381;1420;ca. 1400;Paris (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3348gr9b/manifest
Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts (Organisation);Ms. Codex 2030;;1;parchment;115 ff.;183;135;118;80;1;;;;;;;;;;1491;1510;circa 1500;France (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3th8bt7x/manifest
Philadelphia, University of Pennsylvania, Kislak Center for Special Collections, Rare Books and Manuscripts (Organisation);Ms. Codex 1869;;;parchment;165 f.;147;100;86;60;1;;;;;;;;;;1476;1500;[between 1475 and 1499];France (Place);https://colenda.library.upenn.edu/phalt/iiif/2/81431-p30863c06/manifest
Arras, Bibliothèque municipale (Organisation);1968;100077757;;parchment;183 f.;160;125;;;1;;;;;;;;;;1470;1480;15e s. (ca. 1470-1480);France (Place);https://bvmm.irht.cnrs.fr/iiif/33902/manifest
Nantes, Bibliothèque municipale (Organisation);3718;100090333;;parchment;;;;;;;;;;;;;;;;1476;1500;15e s. (fin);;https://bvmm.irht.cnrs.fr/iiif/34455/manifest
Aubervilliers, IRHT, Manuscrits (Organisation);fragm. 5;100126425;;;;;;;;;;;;;;;;;;;;;;https://bvmm.irht.cnrs.fr/iiif/34426/manifest
Heidelberg, Universitätsbibliothek (Organisation);Cod. Sal. IXf;;;parchment;194 (190+4) ff.;100;70;;;;;;;;;;;;;1501;1510;;Gent (Place);https://digi.ub.uni-heidelberg.de/diglit/iiif/salIXf/manifest
Angers, Archives départementales de Maine-et-Loire (Organisation);Ms. 5 (S 50);100125415;;;;235;160;;;;;;;;;;;;;1405;1445;ca. 1415-1435;;https://bvmm.irht.cnrs.fr/iiif/35542/manifest
[current whereabouts unknown] (Organisation);Inconnu;100126064;;parchment;;166;127;;;;;;;;;;;;;1476;1500;15e s. (quatrième quart);;https://bvmm.irht.cnrs.fr/iiif/34454/manifest
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);MS18;;;;;176;124;103;67;;;;;;;;;;;1401;1500;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll180/71/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);Ege Manuscript 30;;;;;;;;;;;;;;;;;;;1425;1475;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll210/77/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);Ege Manuscript 31;;;;;;;;;;;;;;;;;;;1425;1475;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll210/50/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);Ege Manuscript 36;;;;;;;;;;;;;;;;;;;1425;1475;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll210/56/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);Ege Manuscript 43;;;;;;;;;;;;;;;;;;;1451;1500;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll210/137/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);Ege Manuscript 45;;;;;;;;;;;;;;;;;;;1451;1500;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll210/80/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);Ege Manuscript 46;;;;;;;;;;;;;;;;;;;1451;1500;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll210/107/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);Ege Manuscript 47;;;;;;;;;;;;;;;;;;;1451;1500;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll210/131/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);Ege Manuscript 48;;;;;;;;;;;;;;;;;;;1451;1500;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll210/38/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);Ege Manuscript 50;;;;;;;;;;;;;;;;;;;1491;1520;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll210/140/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);MS24;;;;;180;125;;;;;;;;;;;;;1425;1475;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll180/74/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);MS25;;;;;;;;;;;;;;;;;;;1461;1480;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll180/47/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);MS26;;;;;;;;;;;;;;;;;;;1301;1400;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll180/50/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);MS38;;;;;222;140;148;105;;;;;;;;;;;1491;1510;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll180/38/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);MS42;;;;;229;165;129;82;;;;;;;;;;;1401;1500;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll180/119/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);Ege Manuscript 25;;;;;;;;;;;;;;;;;;;1351;1400;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll210/62/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);Ege Manuscript 28;;;;;;;;;;;;;;;;;;;1425;1475;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll210/20/manifest.json
Minneapolis, University of Minnesota Libraries, Special Collections and Rare Books (Organisation);Ege Manuscript 29;;;;;;;;;;;;;;;;;;;1425;1475;;;https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll210/134/manifest.json
Heidelberg, Universitätsbibliothek (Organisation);Cod. Sal. IXe;;;parchment;194 (190+4) ff.;100;70;;;;;;;;;;;;;1420;1430;;Paris (Place);https://digi.ub.uni-heidelberg.de/diglit/iiif/salIXe/manifest
Brno, Moravská galerie Brno (Organisation);Inv. No. ST Rkp B 9563/22066;100135324;;parchment;94 f.;168;113;;;;;;;;;;;;;1441;1460;;France (Place);https://collectiones.manuscriptorium.com/assorted/AIPDIG/MGB___/0/AIPDIG-MGB___INVCB95632200R4KPI0-cs/
Praha, Klášter premonstrát? na Strahov? (Organisation);DD V 35;;;parchment;162 f.;110;75;;;;;;;;;;;;1489;;;;Deutschland (Place);https://collectiones.manuscriptorium.com/assorted/AIPDIG/KKPS__/C/AIPDIG-KKPS__DD_V_35_____2Y7LJNC-cs/
Praha, Národní knihovna ?eské republiky (Organisation);VI.D.25;;;parchment;161 f.;250;170;;;;;;;;;;;;;1491;1510;c. 1500;Rouen (Place);https://collectiones.manuscriptorium.com/assorted/AIPDIG/NKCR__/7/AIPDIG-NKCR__VI_D_25_____3BW7SR7-cs/
Praha, Národní knihovna ?eské republiky (Organisation);XXIII.F.198;;;parchment;265 f.;200;150|151;;;1;;;;;;;;;;1411|1435;1430|1460;c. 1420|c.1445-1450;Gent (Place)|Tournai (Place)|France (Place);https://collectiones.manuscriptorium.com/assorted/AIPDIG/NKCR__/4/AIPDIG-NKCR__XXIII_F_198_2OWPN04-cs/
Praha, Národní knihovna ?eské republiky (Organisation);XXIII.H.22;;;parchment;208 f.;90;65;;;;;;;;;;;;;1401;1450;XV/1;Flandre (Place);https://collectiones.manuscriptorium.com/assorted/AIPDIG/NKCR__/6/AIPDIG-NKCR__XXIII_H_22__0860EY6-cs/
Alba Iulia, Biblioteca Na?ional? a României-Filiala Batthyaneum (Organisation);Ms III 87;;;;;;;;;;;;;;;;;;;1351;1400;;;https://collectiones.manuscriptorium.com/assorted/NLR___/NLORB_/C/NLR___-NLORB_MS_III_87___1R3K22C-ro/
