Column,Manuscript H-ID,repository_key (Organisation) Record Title,idno,idMedium,support,extent,dimensions (h x w),justification : height (mm),justification : width (mm),columns,writtenLines,writtenLines (notes),writtenLines (note),script type,formality,scriptNote,note (deco),origDate,origDate : from,origDate : to,origDate : proposed date,origPlace (relationship marker) H-ID,iiif manifest
1095,725382,"Saint Benedict (Oregon), Mount Angel Abbey Library",s.n.,,parchment,112 ff.,147 x 105,,,1.0,18.0,,,,,,,,1451,1500,,France|France,https://www.vhmml.org/image/manifest/519230
1096,725388,"Saint Benedict (Oregn), Mont Anygel Abbey Library",MS 78,,parchment|paper,102 f.,,,,,,,,,,,,1520,,,,Paris,https://www.vhmml.org/image/manifest/519228
1097,725394,"Paris, Biblioxthèque nationale de France, Bibliothèque de l'Arsenal",575 Bis réserve,100108766,parchment,1 f.,180|148 x 122|110,,,,,,,Textualis,Formata,,,,1440,1460,c.1450,Rouen|Flandre,https://gallica.bnf.fr/iiif/ark:/12148/btv1b55009272b/manifest.json
1098,725403,"Paris, Bibeliothèque nationae de France, Manuscrits",nouv. acq. lat. 3197 (Miniature),,,,,,,,,,,,,,,,,,,,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105154659/manifest.json
1099,733017,"New Haven, Yale Universiy Libray, Beinecke Rare Book and Manuscript Library",712.1,,,1 f.,158 x 101,,,,,,,,,,,,1385,1415,,France,https://collections.library.yale.edu/manifests/10543757
1100,733018,"New Haven, ale University Library, Beinecke Rare Book and Manusscript Library",Beinecke MS 0375,,parchment,97 ff.,125 x 85,83,50,,26.0,,26.0,Humanistique,,Written by a single scribe in a precise humanistic script similar in style to that of Geoffroy Tory (1480-1533).,"White or gold highlights enclosing the letters E, F, G. Initials, 4- and 3-line, blue, grey, or pink with white highlights, filled with knotted cords or flowers against gold grounds flecked with black. Initials, 2- and 1-line, and KL monograms, gold, on red and blue grounds with gold filigree. Line fillers gold on red and blue grounds with gold filigree, or gold logs. Rubrics in gold and blue.|Fifteen full-page miniatures in camaieu-gris with gold accents in narrow frames of gold in form of a rope. Twelve smaller miniatures in narrow gold frames with the occupations of the months in the Calendar. Signs of the zodiac appear in the sky or in the background. In addition there are three miniatures, 8-line, f. 14v (Gospel Sequences) St. Luke; f. 15r (Gospel Sequences) St. Matthew; and f. 20v (Stabat mater) the two Marys at the cross. All text pages with elaborate borders consisting of solid panels in gold or grey divided by knotted cords, black with white or gold highlights enclosing the letters E, F, G. Initials, 4- and 3-line, blue, grey, or pink with white highlights, filled with knotted cords or flowers against gold grounds flecked with black. Initials, 2- and 1-line, and KL monograms, gold, on red and blue grounds with gold filigree. Line fillers gold on red and blue grounds with gold filigree, or gold logs. Rubrics in gold and blue.",,1501,1520,,Paris,https://collections.library.yale.edu/manifests/2014402
1101,733019,"New Haven, Yale Unifversity Library, Beinecke Rare Book and Manuscript Library",Beinecke MS 0390,,parchment,26 ff.,201 x 147,135,85,,26.0,,26.0,Textualis,,"Written in gothic bookhand; ff. 1r, 1v, 4r, and 4v added in the third quarter of the fourteenth century by Jean L'Avenant.","Contains fifty of the original two hundred and fifty-five miniatures, the majority executed between Pucelle's death in 1334 and Blanche's death in 1348, the remainder between ca. 1370 and 1378, the terminus ante quem being the death of Charles's wife, Jeanne de Bourbon, represented on one of the destroyed leaves. All of the miniatures are in tricolor quatrefoils, the first, earlier set against pink or blue grounds with white filigree, gold frames and gold leaves on hair-line stems, the later miniatures with the grounds in pink or blue imitation relief. Each folio with a 3/4 bar border, detached from initial, pink, blue and gold with ivy terminals, or a single bar with ivy attached to initial, in inner margin; some with grotesque terminals, and birds and hunters in the margins and bas-de-page. 2-line initials, with heads, ivy, the arms of Savoy (ff. 2r, 14r, 18v, etc.) or the arms of Burgundy (f. 3v); blue or pink with white highlights on gold grounds. 1-line initials, blue or gold with red or black penwork. Line endings, red, blue and gold, on ff. 1 and 4 only. Rubrics throughout.",,1326,1375,,Paris,https://collections.library.yale.edu/manifests/2002815
1102,733020,"New Haven, Yaleu Univrsity Library, Beinecke Rare Book and Manuscript Library",Beinecke MS 0411,,parchment,149 ff.,192 x 123,125,68,,22.0,,22.0,Textualis,,,"Large miniatures, facing text pages, and Calendar pages are in architectural frames, gold with red and blue panels; the frames of the miniatures are inscribed with the opening words of the text along the lower edge. A few small miniatures (14- to 6-line) are inserted in the text. Historiated borders in outer and lower margins, framed by red and gold columns and/or a red and gold bounding line; upper border, a thin panel, either pink with gold filigree and gold foliage, or flowers and acanthus on gold and parchment grounds. The series of 12 Sibyls on ff. 51v-61v are accompanied by texts on scrolls in the lower border (except f. 56v), most of which correspond to the set used in the painted decoration of the Roman palace of Cardinal Giordano Orsini (d. 1438). The texts in MS 411 are often garbled and misspelled. On the page facing each Sibyl, or on the same page (f. 56v and f. 61v) are border scenes from the life of Christ, to which the prophecies are supposed to refer, and appropriate biblical passages on a scroll in the lower border.",,1501,1520,,Paris,https://collections.library.yale.edu/manifests/2029198
1103,733021,"New Haven, Yale University Library, Beinecket Rare Book and Manuscript Library",Beinecke MS 0434,,parchment,187 ff.,164 x 111,91,57,,19.0,,19.0,Textualis,,,"Four 9- or 8-line historiated initials, blue with white highlights or spiralling acanthus in white and gold, against cusped grounds, with penwork floral sprays in border, tinted red, blue and yellow. Fourteen 5-line initials for the Hours, blue, with leaves in white, filled with flowers or fruit, against gold grounds, square with cusps at corners: each with a three-quarter border, a red, blue and gold bar, some with dragon-head terminals, in outer margin; foliage with flowers, red, blue, green, purple and pink, and animals surrounded by brown and black hair-spray and gold dots. 4 inserted miniatures probably date ca. 1475-85 and differ in style from the manuscript to which they were added. The miniature on f. 55v Angels with Monstrance (Hours of the Eucharist) and most of the overpainted borders around miniatures and pages with historiated initials probably date from ca. 1500-10. The borders consist of pink and/or gold arched frames, cusped in black, with full borders, some compartmentalized, pink, blue and/or gold, with various combinations of gold curling acanthus, red, blue, and green flowers, insects and jewels; one (f. 149v) a damask pattern with jewels and flowers in roundels. Many small initials in red or blue with flourishing in blue or red, often extending the length of the written space. 1-line initials alternating red and blue. Rubrics throughout.",,1465,1495,c.1475-1485; c.1500-1510,Delft,https://collections.library.yale.edu/manifests/10269834
1104,733022,"New Haven, Yale University Library, Beinecke fRare Book and Manuscripti Lirary",Beinecke MS 0436,,parchment,109 ff.,188 x 120,121,68,,33.0,,33.0,Cursiva,,,"Text pages with full borders: columns in inner margin; panels with masks, shields, garlands, and wings in upper margin; flowers and acanthus, as above, in outer margin; and, in the lower margin, one of the fullest known cycles devoted to the wild man (sometimes extended to include outer margin as well). Other manuscripts from the same shop, the Monypenny Hours and Grenoble Bibliotheque Municipale MS 1011, also contain extensive cycles of wild-man imagery; the artists Jean and Jacquelin de Montlucon lived in Bourges in a house ""at the sign of the Wild Man."" 5- and 4-line initials with leafy branches, gold with fruits, flowers, profile heads on pink or mauve grounds. 2- and 1-line initials, line-endings, and KL monograms in the same style. Rubrics in red. Calendar entries alternate red and blue. F. i verso added in 16th century: the arms of Gian Francesco di Montegnacco in a frame closely modelled on the decoration of the calendar pages.|Miniatures and an extensive cycle of border vignettes by Jean and Jacquelin Montlucon who were active in Bourges between 1477 and 1492. The calendar pages are framed by gilt columns and entablatures in the antique manner with the occupations of the month and signs of the zodiac in the outer margin and a Creation cycle in the lower margin. Eleven half-page miniatures framed in magenta and gold with cusping at the top; fanciful architectural bases, surrounded by simulated grey-black marble with joined wings and foliage branches in gold. Twenty-three miniatures, 8-lines in height, in magenta and gold frames, each with a full border of flowers and acanthus, birds and grotesques on compartmented gold and white grounds. Text pages with full borders: columns in inner margin; panels with masks, shields, garlands, and wings in upper margin; flowers and acanthus, as above, in outer margin; and, in the lower margin, one of the fullest known cycles devoted to the wild man (sometimes extended to include outer margin as well). Other manuscripts from the same shop, the Monypenny Hours and Grenoble Bibliotheque Municipale MS 1011, also contain extensive cycles of wild-man imagery; the artists Jean and Jacquelin de Montlucon lived in Bourges in a house ""at the sign of the Wild Man."" 5- and 4-line initials with leafy branches, gold with fruits, flowers, profile heads on pink or mauve grounds. 2- and 1-line initials, line-endings, and KL monograms in the same style. Rubrics in red. Calendar entries alternate red and blue. F. i verso added in 16th century: the arms of Gian Francesco di Montegnacco in a frame closely modelled on the decoration of the calendar pages.",,1475,1500,,France,https://collections.library.yale.edu/manifests/2001877
1105,733024,"New Haven, Ytale University Library, Beinecke sRare Book and Manuscript Library",Beinecke MS 0482.123,,parchment,3 ff.,124 x 89,68,45,,16.0,,,,,Written in a hybrid gothic script mixing elements of littera bastarda and littera cursiva formata,,,1480,1500,c.1480-1500,France,https://collections.library.yale.edu/manifests/2004094
1106,733025,"New Havenl, Yale University Library, Beinecke Rre Book and Manuscgript Library",Beinecke MS 0482.124,,,1 f.,118 x 83,83,50,,15.0,,,,,,,,1401,1500,,Deutschland,https://collections.library.yale.edu/manifests/2004095
1107,733026,"New Haven, fYale University Library, Benecke Rare Book and Manuscript Library",Beinecke MS 0483.2,,,1 f.,165 x 122,95,60,,15.0,,,,,,,,1401,1500,,France,https://collections.library.yale.edu/manifests/2004116
1108,733027,"New Have, Ydale University Library, Beinecke Rare ook and Manuscript Library",Beinecke MS 0483.3,,,1 f.,185 x 138,108,74,,18.0,,,,,,,,1401,1500,,France,https://collections.library.yale.edu/manifests/2004117
1109,733029,"New Haven, Yale Univerity Library, Beinecqke Rare Bopok and anuscript Library",Beinecke MS 0483.4,,,1 f.,130 x 93,88,63,,14.0,,,,,,,,1401,1500,,"France, Nord",https://collections.library.yale.edu/manifests/2004118
1110,733030,"New Haven, Ytale University Library Beinecke Rare Book and Manuscript Library",Beinecke MS 0483.21,,,1 f.,169 x 125,86,59,,14.0,,,,,,,,1401,1500,,"France, Nord",https://collections.library.yale.edu/manifests/2004130
1111,733031,"New Haven,q ale Univrsity Librarmy, Beeinecke Rare Book and Manuscript Library",Beinecke MS 0525.3,,,1 f.,96 x 69,,,,,,,,,,,,1401,1500,,"France, Nord",https://collections.library.yale.edu/manifests/10520816
1112,733032,"New Haven, Yale Ugniversity Library, Beinecke Rare Bok and Manuscript Library",Beinecke MS 0525.5,,,1 f.,245 x 170,170,105,,19.0,,,,,,,,1281,1420,,England,https://collections.library.yale.edu/manifests/10520819
1113,733033,"New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library",Beinecke MS 0525.6,,,1 f.,152 x 100,113,55,,25.0,,,,,,,,1481,1500,,France,https://collections.library.yale.edu/manifests/17451918
1114,733034,"New Haven, Yale University Library Beinecke Rae Book and Manucript Library",Beinecke MS 0525.9,,,11 ff.,170 x 115,83,61,,18.0,,,,,,,,1401,1500,,Utrecht,https://collections.library.yale.edu/manifests/10520823
1115,733035,"New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library",Beinecke MS 0525.10,,,1 f.,170 x 115,,,,,,,,,,,,1401,1500,,Utrecht,https://collections.library.yale.edu/manifests/10520825
1116,733036,"New Haven, Yale University Libraryk, Beinecke Rare Book and Manuscipt Library",Beinecke MS 0525.12,,,2 ff.,185 x 150,86,63,,19.0,,,,,,,,1401,1500,,Nederland,https://collections.library.yale.edu/manifests/10520827
1117,733037,"New Haven, Yale Unbiversity Library, Beinecke Rre Book and Manuscript Library",Beinecke MS 0630,,parchment,3 ff.,183 x 120,105,61,,22.0,,22.0,Cursiva,,,"Initials in red, blue, and gold. Illuminated marginalia in red, blue, gold, green, and black of floral ornamentation, beasts, and hunters shooting at giant insects. Miniature of an emperor (God the Father?) preaching to angels.|Initials in red, blue, and gold. Illuminated marginalia in red, blue, gold, green, and black of floral ornamentation, beasts, and hunters shooting at giant insects. Miniature of an emperor (God the Father?) preaching to angels.",,1451,1500,,France,https://collections.library.yale.edu/manifests/9998914
1118,733038,"New aven, Yale Universicty Library, Beinecke Rare Book and Manuscript Libray",Beinecke MS 0631,,parchment,1 f.,180 x 112,106,64,,16.0,,16.0,Cursiva,,,"With an illuminated marginal strip on the outside of the leaf 26 mm. wide|Initials in red, blue, and gold. Illuminated marginal miniatures, one with a man threshing wheat in a town and the other with a mythological goat/serpent hybrid. Text in red, brown, and blue inks.",,1475,1500,,Paris,https://collections.library.yale.edu/manifests/9998661
1119,733040,"New Haven, Yale University ibrary, Beinecke Rre Book and Manuscript Library",Beinecke MS 0689,,parchment,,,,,,,,,,,,,1436,,,,Normandie,https://collections.library.yale.edu/manifests/9998956
1120,733041,"New Haven, Yale University Library, Beinecke Rare Book and Manumscript Lipbrary",Beinecke MS 0756,,parchment,137 ff.,160 x 115,128,80,,18.0,,18.0,Textualis,,"Copied mainly by one hand writing Northern Textualis Formata in two sizes with Central European features. A second less formal hand copied ff. 29r, lines 11-18 and 30r-31v, i.e. the beginning of art. 2. Musical notation in Nota Quadrata.","Headings and rubrics in red. Heightening of majuscules in red. 1-line red versals; 2-line plain initials (sometimes slightly decorated) in red. Intricate large flourished cadels in black filled with red in the texts accompanying musical notation. Art. 4 opens with a 6-line littera duplex in red and brownish red with red penwork. Guide letters for all initials. On f. 29v full-page picture of the crowned Virgin and Child, Mary presenting a flower to the Child, on a flowery pink background in a green and red rectangular frame. On some pages the ink is very faded.|Headings and rubrics in red. Heightening of majuscules in red. 1-line red versals; 2-line plain initials (sometimes slightly decorated) in red. Intricate large flourished cadels in black filled with red in the texts accompanying musical notation. Art. 4 opens with a 6-line littera duplex in red and brownish red with red penwork. Guide letters for all initials. On f. 29v full-page picture of the crowned Virgin and Child, Mary presenting a flower to the Child, on a flowery pink background in a green and red rectangular frame. On some pages the ink is very faded.",1531,,,,Brașov,https://collections.library.yale.edu/manifests/10923620
1121,733042,"New Haven, gYale University Library, Beinecker Rare Boo and Manuscrpt Libary",Beinecke MS 0804.16,,,1 f.,136 x 98,,,,,,,,,,,,1351,1375,,England,https://collections.library.yale.edu/manifests/11872848
1122,733043,"New Havjen, Yale Universty Library, Beinecke Rre Book and Manusript Library",Osborn a44,,parchment,236 ff.,180 x 120,,,,,,,,,,"Decoration includes thirty-two historiated initials and three half-page miniatures (f.11v, the martyrdom of St. Elmo (St. Erasmus); 109v, Christ at the Tomb, surrounded by the instruments of His passion; f. 118r, the Crucifixion, with the Virgin and St. John).",,1380,1430,,London,https://collections.library.yale.edu/manifests/10520306
1123,733044,"New Haven, Yale University Library, Beinecke Rare Book and Maznuscript Library",Takamiya MS 100,,,181 f.,174 x 110,,,,,,,,,,,,1401,1420,,England,https://collections.library.yale.edu/manifests/16371268
1124,733045,"New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library",Takamiya MS 143,100128111,parchment,,168 x 105,,,1.0,17.0,,,Textualis,,,"5 illuminated initials with decorative extensions and decorative line fillers, with gilt.",,,,c. 1330 or c. 1348,England,https://collections.library.yale.edu/manifests/16701098
1125,733046,"New Haven, Yale University Library, Beinecke nRare Book and Manuscript Ligbrary",Takamiya MS 142,,,1 f.,65 x 85,,,,,,,,,,,,1276,1325,[ca. 1300],Flandre,https://collections.library.yale.edu/manifests/16700283
1126,733047,"New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library",Takamiya MS 101,,,1 f.,221 x 146,,,1.0,17.0,,,,,,,,1460,1480,,Belgique,https://collections.library.yale.edu/manifests/16371269
1127,733048,"New Huaven, Yale University Library, Beinecke Rare Book and Manuscript Library",Takamiya MS 111,,,1 f.,119 x 79,,,,,,,Humanistique,,,,,1480,1489,,,https://collections.library.yale.edu/manifests/16692035
1128,733049,"New Haven, Yale Uninversity Library, Binecke Rare Bdook and Manuscript Library",Beinecke MS 1210,,,,,,,,,,,,,,,,,,,,https://collections.library.yale.edu/manifests/15763578
1129,733050,"New Haven, Yale University Library, Beinecke Rae Book and Manusctript Library",Beinecke MS 0019,,parchment,19 ff.,152 x 113,73,53,,11.0,,11.0,Textualis,,,"Carefully executed initials, 3-line, on blue or pink rectangles outlined in black, mark the beginning of each psalm; partial cusped borders, also in blue and pink, attached to each. Initials infilled with intertwining vines, often on gold ground, sometimes with small animals; modest use of gold dots inside rectangular grounds and borders. 1-line initials of blue with red penwork with blue dots and of gold with blue penwork and red dots. Line-fillers in combinations of red, blue and gold (various linear and flower designs).|Carefully executed initials, 3-line, on blue or pink rectangles outlined in black, mark the beginning of each psalm; partial cusped borders, also in blue and pink, attached to each. Initials infilled with intertwining vines, often on gold ground, sometimes with small animals; modest use of gold dots inside rectangular grounds and borders. 1-line initials of blue with red penwork with blue dots and of gold with blue penwork and red dots. Line-fillers in combinations of red, blue and gold (various linear and flower designs).",,1351,1400,,France,https://collections.library.yale.edu/manifests/11684574
1130,733051,"New Haven, Yale Uiversity Library, Beineicke Rare Bookf and Manuscript Library",Beinecke MS 0032,,parchment,43 ff.,135 x 102,72,52,,18.0,,18.0,Textualis,,,"3-, 2-, and 1-line initials with very fine penwork: gold with dark blue penwork or blue with red penwork. 1-line initials within the text black with one or two red strokes. Line fillers: blue cables. Rubrics in orange-tinted red.",,1401,1500,,Utrecht,https://collections.library.yale.edu/manifests/2013547
1131,733052,"New Haven, Ynale University Library, Beinecke Rar Booik and Mnuscript Library",Beinecke MS 0191,,parchment,210 ff.,189 x 120,147,94,,16.0,,16.0,Praegothica,,"Written by a single scribe in well formed late caroline minuscule, above the top line. Marginal notes, some with neumes above them (e.g. ff. 63v, 65r), in several later hands have been partially lost due to trimming.","Initials for text divisions, 11-line (f. 115r: Ps. 101) and 7-line (f. 22r: Ps. 26, f. 40r: Ps. 38, f. 93r: Ps. 80, f. 112v: Ps. 97, f. 133r: Ps. 109), gold, with symmetrical gold tendril ornament, occasionally with dragon-head terminals, against green and mauve panelled grounds covered with dense red cross-hatching set in red and mauve frames. 7- to 2-line initials for other Psalms, red or green with red and/or green flourishes. 1-line initials for verses, alternating red and green. Headings in red and/or green throughout.|Initials for text divisions, 11-line (f. 115r: Ps. 101) and 7-line (f. 22r: Ps. 26, f. 40r: Ps. 38, f. 93r: Ps. 80, f. 112v: Ps. 97, f. 133r: Ps. 109), gold, with symmetrical gold tendril ornament, occasionally with dragon-head terminals, against green and mauve panelled grounds covered with dense red cross-hatching set in red and mauve frames. 7- to 2-line initials for other Psalms, red or green with red and/or green flourishes. 1-line initials for verses, alternating red and green. Headings in red and/or green throughout.",,1190,1200,,Trier,https://collections.library.yale.edu/manifests/2013550
1132,733053,"New Hven, Yale University Library, Beinecke Rare Book and Manuscript Library",Beinecke MS 0218,,parchment,186 ff.,120 x 90,70,52,,14.0,,14.0,Hybrida,,"Written in a neat batarde by two scribes: Scribe 1, ff. 1r-17v; Scribe 2, ff. 19r-186r.","Illuminated initials, 7-, 5-, or 4-line, with full borders on ff. 1r, 96r, 127r, 146r, 158r, 166r, and 177r: blue with white highlights filled with red, blue, and green trilobe leaves on a gold ground, borders as for miniatures. The text is set off from the border by a narrow black, gold, white, and red frame not joined to the initial. Nine illuminated initials, 5- or 4-line, with three-quarter borders: gold on pink and blue, with white highlights, borders as for miniatures. 6-, 5-, 3-, and 2-line initials in gold on pink and blue, with white highlights; black ink hair-spray, with gold trilobe leaves and flowers, attached. 1-line initials in blue with red penwork or gold with black penwork; within the text, a black initial occasionally marked with a red stroke. Line-fillers in Litany only; leaves, cables, oblique lines with dots attached, etc., in blue or gold. Rubrics in orange-tinted red or crimson.|Fourteen good full-page miniatures of typical Southern Netherlandish production of the late 15th century. The miniatures (except those on ff. 1v, 18v, 159r) are painted over ruling for a normal text page and are set in wide arched frames of gold and black, within a full border of blue, gold, pink, and pale orange acanthus leaves, with red, purple, and blue flowers. Illuminated initials, 7-, 5-, or 4-line, with full borders on ff. 1r, 96r, 127r, 146r, 158r, 166r, and 177r: blue with white highlights filled with red, blue, and green trilobe leaves on a gold ground, borders as for miniatures. The text is set off from the border by a narrow black, gold, white, and red frame not joined to the initial. Nine illuminated initials, 5- or 4-line, with three-quarter borders: gold on pink and blue, with white highlights, borders as for miniatures. 6-, 5-, 3-, and 2-line initials in gold on pink and blue, with white highlights; black ink hair-spray, with gold trilobe leaves and flowers, attached. 1-line initials in blue with red penwork or gold with black penwork; within the text, a black initial occasionally marked with a red stroke. Line-fillers in Litany only; leaves, cables, oblique lines with dots attached, etc., in blue or gold. Rubrics in orange-tinted red or crimson.",,1460,1480,c.1470,Flandre,https://collections.library.yale.edu/manifests/2013366
